vin;model;price;date_start;status                                                                                                                                                                      
8BLXL4F24TF558059;113;2528.86;2021-02-09;sold                                                                                                                                                          
8MKOU6V79WY261623;469;3599.75;2022-11-05;reserve                                                                                                                                                       
3AQVK2R34QI489591;381;2075.43;2021-03-21;delivery                                                                                                                                                      
7EWQE7L79XJ320554;19;3994.31;2023-04-03;available                                                                                                                                                      
8XRFO5S91NN356498;382;3213.68;2020-02-05;sold                                                                                                                                                          
0YWIP2Y33DQ780663;326;3544.01;2021-10-24;available                                                                                                                                                     
1JBRK1U07ZH453904;47;2133.47;2023-01-24;delivery                                                                                                                                                       
9ELWT6K06NS754597;71;2395.63;2022-06-04;reserve                                                                                                                                                        
9DWAS9I50EQ893194;262;3240.49;2020-12-19;delivery                                                                                                                                                      
6EJLH7E54ES731347;234;2081.13;2020-11-22;delivery                                                                                                                                                      
4EZVG4N22EU389944;80;2121.44;2022-05-21;delivery                                                                                                                                                       
6JTCZ6X69ZQ844073;160;3347.35;2024-06-07;reserve                                                                                                                                                       
3LTMR5I50DR852275;82;3852.05;2022-08-30;sold                                                                                                                                                           
8AVSI1E81TV531298;267;3438.66;2023-04-08;available                                                                                                                                                     
1HJSE3W61GN856460;329;2090.6;2023-03-29;delivery                                                                                                                                                       
0BVLO2L06NE793969;364;3940.57;2020-10-07;reserve                                                                                                                                                       
6BFSU2Z01MC581362;50;2575.84;2024-03-05;available                                                                                                                                                      
9ATGT2M96QS751374;451;2973.02;2023-05-07;reserve                                                                                                                                                       
8EZQE1V43HD460349;431;3606.95;2020-04-08;reserve                                                                                                                                                       
7XSIS8W82LR647750;45;3298.74;2023-02-08;reserve                                                                                                                                                        
2PBXM2M84TM362373;416;2512.51;2022-01-22;sold                                                                                                                                                          
0UYVN2W30GW969061;61;2723.2;2021-11-13;available                                                                                                                                                       
4QWPI6J03FM792306;77;2601.25;2020-09-04;available                                                                                                                                                      
3CEOS7L67UV612808;379;3468.16;2021-01-28;reserve                                                                                                                                                       
6SRCH2W09CQ087103;82;2695.21;2021-12-27;available                                                                                                                                                      
4APEM3C05EQ959115;383;2602.21;2021-09-12;reserve                                                                                                                                                       
4WLPG0V57CH339732;228;2292.23;2023-12-17;sold                                                                                                                                                          
4ITNN9A79MW789933;53;3347.53;2020-08-17;reserve                                                                                                                                                        
6RIQH5M00PR777489;373;2035.34;2022-10-31;reserve                                                                                                                                                       
5OSIT8Q09GA319907;433;3203.34;2024-06-06;sold                                                                                                                                                          
8FXFX7B86LQ200934;364;3829.81;2024-07-30;sold                                                                                                                                                          
3KQGJ2F98EI276249;130;3736.99;2021-09-04;reserve                                                                                                                                                       
4HSQX0F64JU295482;242;3387.85;2020-06-30;delivery                                                                                                                                                      
4ULTB2V59BV825018;95;2209.98;2023-09-26;sold                                                                                                                                                           
1XUOL9C86HJ336495;52;2091.12;2021-11-25;available                                                                                                                                                      
6SZOT5Y38EB237013;315;3771.78;2024-08-10;available                                                                                                                                                     
3MUPE5U44FZ040855;471;2166.1;2024-06-01;delivery                                                                                                                                                       
2IJUS4B84YO816154;54;3323.35;2022-01-04;delivery                                                                                                                                                       
2TWTK1I23ZE099613;402;2401.13;2022-02-09;sold                                                                                                                                                          
7DQBZ8L34SA088663;157;2268.54;2020-05-29;reserve                                                                                                                                                       
7BMOB8I04DX247626;32;2313.33;2022-01-09;available                                                                                                                                                      
1WNNJ3G11PF223737;488;3549.95;2020-11-18;delivery                                                                                                                                                      
8DQEC1L77YH275164;132;3773.76;2023-11-03;reserve                                                                                                                                                       
0ZYOA0A79TY128068;487;2779.95;2024-06-19;available                                                                                                                                                     
9LEFD3N03NZ826206;174;3142.55;2023-03-02;delivery                                                                                                                                                      
4XAQE0A96RA204053;155;2078.19;2021-04-03;reserve                                                                                                                                                       
4MTDN9F95ZH688887;176;2185.51;2021-11-16;reserve                                                                                                                                                       
0XVPS3B36KQ591724;262;3177.95;2022-04-11;available                                                                                                                                                     
6ZUNT5V44DN913901;409;3476.77;2022-05-13;reserve                                                                                                                                                       
0KBIU9V30KG401302;315;2787.98;2024-04-30;available                                                                                                                                                     
4QSUA3E61BT481076;248;3862.45;2020-07-15;sold                                                                                                                                                          
7XFLU2F12VY271646;117;2524.09;2024-01-11;reserve                                                                                                                                                       
3SAUU2H56XD795795;125;3530.85;2021-07-14;delivery                                                                                                                                                      
1UQVL5W02HY179616;83;3633.53;2020-09-21;sold                                                                                                                                                           
6JPUE4B41VC559576;265;2817.3;2021-04-25;sold                                                                                                                                                           
6LORA3Z34MM910216;56;2623.63;2021-02-12;reserve                                                                                                                                                        
0CJNK1S83FX893761;264;3184.26;2020-10-31;available                                                                                                                                                     
8WDTE7V77YM122102;125;2732.26;2021-09-10;reserve                                                                                                                                                       
7RMNG1W71YU526566;120;2914.14;2022-11-26;delivery                                                                                                                                                      
8BCHM4S73BY184939;166;3370.59;2024-05-09;delivery                                                                                                                                                      
6BUSD4P07PN481664;40;3605.05;2020-03-02;reserve                                                                                                                                                        
5PTOG4R89SO507956;368;3711.42;2024-07-31;sold                                                                                                                                                          
0TLTO2D43AC383988;280;3320.04;2020-08-13;delivery                                                                                                                                                      
1DQGP1B42KK018385;113;3227.24;2022-02-16;available                                                                                                                                                     
3FTCH7M25OY688171;382;2708.51;2020-07-20;available                                                                                                                                                     
6EPUK8H28OE449336;255;2547.07;2020-02-12;sold                                                                                                                                                          
3AAJL5R91LO142835;428;2815.59;2021-08-25;available                                                                                                                                                     
4RUWZ4B05EJ538372;141;2016.04;2023-04-05;reserve                                                                                                                                                       
9IRYJ2J57HS961156;167;3745.83;2022-02-28;reserve                                                                                                                                                       
3TLXI2F22IZ043164;369;3206.45;2020-02-23;delivery                                                                                                                                                      
6QHKG5K97BX887347;34;3133.36;2023-01-10;delivery                                                                                                                                                       
3NJVY6T21XS539790;376;2536.03;2020-02-16;reserve                                                                                                                                                       
9KAPN1U83DG628073;478;3707.08;2024-07-21;available                                                                                                                                                     
2ZVUD3O73FQ628180;77;3540.0;2020-06-08;delivery                                                                                                                                                        
6WHPB8M23MU689829;478;3333.08;2021-09-23;delivery                                                                                                                                                      
0SIGT2N46OA863306;352;3525.49;2022-10-22;reserve                                                                                                                                                       
5FQKQ7Z23PH944357;33;2903.97;2023-10-03;reserve                                                                                                                                                        
6FYDS7I12QB139969;367;3691.82;2024-01-26;reserve                                                                                                                                                       
2BEXG8V21RV920332;97;2409.3;2022-07-20;reserve                                                                                                                                                         
0PRJA6Y24FV039420;55;2433.17;2024-07-22;available                                                                                                                                                      
1CCWQ5Y28SX502952;146;3928.03;2020-08-02;reserve                                                                                                                                                       
2DUEV1U95CW773547;476;3721.25;2020-09-03;sold                                                                                                                                                          
7CSND4G94UX866410;21;3562.59;2023-07-24;delivery                                                                                                                                                       
8TIMT2V13WM949760;31;2562.07;2022-11-29;sold                                                                                                                                                           
3GJCX2Q83PO760737;220;3110.73;2020-09-29;delivery                                                                                                                                                      
9AXOO6D13UJ381637;266;3068.21;2024-01-05;sold                                                                                                                                                          
6IZJN7L55TK241139;425;3598.3;2024-04-22;reserve                                                                                                                                                        
3JEQP5O50FE903078;76;2205.68;2023-05-03;reserve                                                                                                                                                        
0WOJR8I77SC615171;31;3859.4;2024-05-12;delivery                                                                                                                                                        
4WEVE2U75PS736360;140;2448.09;2023-05-08;sold                                                                                                                                                          
5PWWM2W16JW608294;414;3977.64;2022-06-28;delivery                                                                                                                                                      
8GNQF6T22IL570192;466;3820.13;2024-04-14;available                                                                                                                                                     
4CTCK8M61GY159632;332;2434.82;2021-10-07;sold                                                                                                                                                          
6XQMG5G08TV717037;145;3325.1;2024-07-09;available                                                                                                                                                      
1ETHE4Z71TG340760;191;2083.89;2020-03-08;reserve                                                                                                                                                       
2BWTY5E79ZZ886350;221;2356.63;2024-01-10;reserve                                                                                                                                                       
8HVHR0Z49GC853152;96;2159.1;2023-10-09;delivery                                                                                                                                                        
6POCI3Y14NO376847;227;2024.43;2022-08-02;sold                                                                                                                                                          
6NQFV8J47SS117843;376;2041.66;2020-02-03;reserve                                                                                                                                                       
9UXRA9E93TP527465;15;2670.27;2022-04-17;delivery                                                                                                                                                       
8CAQA6N79VX139261;146;2399.74;2021-04-19;delivery                                                                                                                                                      
2RSIZ7Y24IA770770;41;2293.67;2023-08-11;sold                                                                                                                                                           
4YBKV8U11WY384992;29;2077.11;2020-06-15;available                                                                                                                                                      
7ZTHV2E50CF957128;86;3957.93;2021-03-23;reserve                                                                                                                                                        
0AGJH9U40LQ381100;298;3090.21;2023-03-29;sold                                                                                                                                                          
8JSBM7A38KW297986;452;2188.92;2021-03-05;delivery                                                                                                                                                      
3BBTG7W38ZN215230;35;2826.7;2021-02-18;sold                                                                                                                                                            
4SOTD9Q56ID000547;194;3641.16;2024-05-03;available                                                                                                                                                     
9YOZB8A01OD551426;37;3089.96;2020-12-12;sold                                                                                                                                                           
0RGNL7I50EA188985;16;3690.88;2023-01-08;reserve                                                                                                                                                        
1EIAV5X83ER611836;295;2407.06;2023-07-23;delivery                                                                                                                                                      
2PZSU0Q35VJ420178;178;2002.65;2023-01-11;available                                                                                                                                                     
3IGOJ0Y58ZH865552;54;3419.63;2021-02-07;sold                                                                                                                                                           
7FSXS9C29JL716678;463;3247.05;2020-07-17;sold                                                                                                                                                          
5IMLJ5C90FZ414426;356;2320.81;2022-05-22;delivery                                                                                                                                                      
4QIDV2K69WL043563;422;3548.19;2024-06-21;delivery                                                                                                                                                      
7JZIM5N13YC722128;43;2357.81;2024-08-20;reserve                                                                                                                                                        
8RNBO1B53RW363805;92;2108.44;2022-04-23;delivery                                                                                                                                                       
1DDID0K22FG115395;178;2331.39;2021-05-23;reserve                                                                                                                                                       
2VDZC6T96OQ682333;276;2665.23;2021-02-27;delivery                                                                                                                                                      
9IZUA1O05ZJ672119;304;2568.78;2022-01-11;sold                                                                                                                                                          
5SNFO7S55WJ403107;262;3338.03;2021-02-09;delivery                                                                                                                                                      
7CLGE1B01LH013831;55;2552.66;2020-06-30;delivery                                                                                                                                                       
1VVTM0U98GH211463;501;3014.09;2024-07-02;available                                                                                                                                                     
0IJKL0T27XY045023;91;2695.61;2021-02-24;delivery                                                                                                                                                       
1CHMA7Y55HK689153;478;2199.49;2024-05-10;sold                                                                                                                                                          
1UEEB8J76BM572163;81;2317.35;2022-04-26;available                                                                                                                                                      
3OPAM9C99BZ421949;139;2830.53;2022-09-06;sold                                                                                                                                                          
8OQQZ5W27FB729979;293;3995.34;2023-03-31;reserve                                                                                                                                                       
1LRVH3Q31NI137461;128;2748.54;2023-01-17;reserve                                                                                                                                                       
1CTPF4B16NG418350;347;3424.61;2022-09-26;available                                                                                                                                                     
1OYPG1N92NU032356;57;3583.56;2020-12-17;delivery                                                                                                                                                       
8FSPZ4L38YD467148;133;2415.78;2021-04-01;reserve                                                                                                                                                       
6EMMO3Q35VL694557;17;3326.19;2024-02-16;delivery                                                                                                                                                       
8XEOG0H39OJ140487;493;3419.14;2022-11-28;available                                                                                                                                                     
8IWXH6V48NW021238;410;3532.91;2021-10-26;delivery                                                                                                                                                      
1RFJN0D16SW741567;423;2694.64;2023-07-02;sold                                                                                                                                                          
3ITVJ7D62FD169432;181;2616.82;2024-07-29;delivery                                                                                                                                                      
8RZRG5B46DW910382;251;2864.59;2020-10-02;sold                                                                                                                                                          
0NTHF6G91WH293826;125;2725.34;2021-01-15;delivery                                                                                                                                                      
6REWZ1R70AC112951;303;3061.53;2021-12-19;delivery                                                                                                                                                      
9SXYB9I50PM027437;367;2632.05;2021-05-23;reserve                                                                                                                                                       
3QHUH6D89TE935731;187;2206.33;2024-07-18;delivery                                                                                                                                                      
5SHDZ0S86MR085207;288;3737.54;2023-09-29;delivery                                                                                                                                                      
2NCZO1T94WL209820;165;3521.21;2020-05-30;delivery                                                                                                                                                      
6KBJM5V08JR885865;232;2831.09;2020-06-01;available                                                                                                                                                     
6PXKT6I33NC009222;375;3369.87;2023-01-05;sold                                                                                                                                                          
3CVIB7B91EG542669;486;2253.55;2023-07-24;available                                                                                                                                                     
5KLMG4Z27FR519401;352;3647.71;2024-06-15;sold                                                                                                                                                          
5IYRC9V26RF771428;429;3565.92;2022-10-19;reserve                                                                                                                                                       
4QIQM3E18TV277823;215;2090.9;2022-09-22;reserve                                                                                                                                                        
5NDDB4S70HM970852;501;2167.05;2023-08-06;available                                                                                                                                                     
7XUGV0I79CN182558;42;2828.01;2022-02-26;reserve                                                                                                                                                        
5GIGJ6R27GP872754;65;2029.78;2022-05-22;sold                                                                                                                                                           
1SMXK5E17VK801451;469;3875.1;2024-02-07;reserve                                                                                                                                                        
5ZGFS7P28QB101156;34;2195.29;2023-03-05;available                                                                                                                                                      
9RVUH5J39CR582745;229;3167.58;2020-09-30;reserve                                                                                                                                                       
5MUNK0X86BH320131;326;3985.62;2021-01-14;delivery                                                                                                                                                      
6QRGE7W61DM480460;227;3540.26;2022-09-10;available                                                                                                                                                     
3DJIK2R17EP312742;260;2202.78;2023-11-24;sold                                                                                                                                                          
4BQNL6W64EY887057;475;3086.45;2023-02-28;delivery                                                                                                                                                      
6PIOS9X50FV498031;307;3709.53;2023-04-24;reserve                                                                                                                                                       
0WKVT4J35AD805505;90;3299.12;2020-01-11;delivery                                                                                                                                                       
3ZXOW1X89EO325680;228;3433.99;2023-05-21;delivery                                                                                                                                                      
8SOSQ4A19OV855885;474;3581.54;2023-07-29;sold                                                                                                                                                          
7VDOG7N71PF550720;102;3566.11;2022-01-09;sold                                                                                                                                                          
9JLWL0Z59EQ106681;401;2168.97;2021-11-21;reserve                                                                                                                                                       
1WYBA3J86EF321940;84;3722.48;2024-03-19;sold                                                                                                                                                           
0NVLE7Z26JK816619;144;2287.0;2021-06-24;delivery                                                                                                                                                       
6HOKV2S70GV947358;53;3662.19;2023-12-21;available                                                                                                                                                      
0UFPL0J51KA136621;476;2301.63;2022-07-10;available                                                                                                                                                     
6WZDZ0J67QE688891;378;2622.02;2022-01-12;reserve                                                                                                                                                       
1FWNG1K59AX880848;270;3425.4;2022-07-28;sold                                                                                                                                                           
5AVRI3B13ZE457685;474;3166.71;2022-08-26;sold                                                                                                                                                          
8EIOV5G60PE344570;47;3948.42;2021-12-07;delivery                                                                                                                                                       
6WDHT7W27ZC870421;304;3638.51;2024-03-17;reserve                                                                                                                                                       
4ZPMO0C87FP247844;43;3721.08;2024-07-05;sold                                                                                                                                                           
4GBFM6R83TQ354481;30;2677.92;2022-02-02;available                                                                                                                                                      
7DKJE9K07XR080093;129;3874.46;2020-09-12;delivery                                                                                                                                                      
5ZBBS7P75LM510750;220;3815.58;2020-11-28;delivery                                                                                                                                                      
7NQDW6K15XV813654;70;3203.31;2022-08-03;delivery                                                                                                                                                       
4NYKY7K33BQ684912;267;3965.85;2020-07-01;available                                                                                                                                                     
0JUEY2T92CY122851;116;3494.24;2021-06-23;delivery                                                                                                                                                      
6LRIB8O39JJ238789;111;3734.31;2022-05-20;reserve                                                                                                                                                       
5KWUJ0N65HY167095;423;3102.32;2024-08-01;delivery                                                                                                                                                      
5VBRR7X12IJ011780;169;2372.85;2020-11-05;available                                                                                                                                                     
8TXWL8V16JI283361;150;2399.58;2020-05-18;reserve                                                                                                                                                       
4AEOM9X49UF663820;471;2835.17;2022-01-24;reserve                                                                                                                                                       
8ICKB2I61EV724035;96;2121.36;2024-06-29;reserve                                                                                                                                                        
4CBMK6H13WV512351;29;3899.97;2024-02-08;delivery                                                                                                                                                       
4GTBU1X67PI347159;315;2649.24;2021-03-28;available                                                                                                                                                     
0FTTL7F39GK145256;397;2020.51;2022-12-15;delivery                                                                                                                                                      
9GBWJ7C35XG305482;301;3445.69;2022-07-22;delivery                                                                                                                                                      
4GDDW1N50UW337907;353;3397.36;2024-06-05;sold                                                                                                                                                          
9VHUN2E18LM065036;374;3127.95;2020-09-01;reserve                                                                                                                                                       
9PUVY0E97YN456096;428;2750.29;2024-05-04;available                                                                                                                                                     
0XSQO4P23LQ927554;332;2873.13;2023-06-12;delivery                                                                                                                                                      
9AJSD1G75HG492302;144;3941.44;2020-10-26;reserve                                                                                                                                                       
1KELH1I29XY541522;191;2120.97;2022-11-10;reserve                                                                                                                                                       
3UQLO4S44VT272733;304;3109.89;2022-08-15;delivery                                                                                                                                                      
0ZQTX6K75IH208739;185;2832.25;2023-05-27;available                                                                                                                                                     
0HOXB8J67PP124808;460;2603.7;2021-12-01;delivery                                                                                                                                                       
7SIQQ0D72KC382166;343;2066.77;2021-05-07;sold                                                                                                                                                          
8AADK3L39FC443052;402;3935.71;2022-12-29;sold                                                                                                                                                          
6HSFB4H14LY780481;365;2755.19;2022-06-08;available                                                                                                                                                     
7GZDL9T76ME653051;76;2424.88;2023-02-03;sold                                                                                                                                                           
3ZLXV3Y76ZV294809;253;2958.57;2020-06-02;available                                                                                                                                                     
1NGDT9X76AN969540;373;2823.63;2022-11-21;delivery                                                                                                                                                      
1BNGJ5Y44LG922570;187;2474.3;2021-06-03;sold                                                                                                                                                           
9XUOK4W51LL120490;292;3267.05;2024-02-09;reserve                                                                                                                                                       
5WLJC6E75YU253399;112;3105.21;2024-01-02;delivery                                                                                                                                                      
8XGCS8V99OH175535;463;2004.92;2020-12-20;reserve                                                                                                                                                       
6DWRQ5B22CA191165;260;2126.27;2023-04-28;available                                                                                                                                                     
6AYVB2F03GH093953;221;2957.97;2020-09-01;reserve                                                                                                                                                       
2JVVP8X81GV228984;212;2407.22;2020-08-03;reserve                                                                                                                                                       
9VWWN9C92MV753286;384;3196.12;2020-07-11;reserve                                                                                                                                                       
2DCXP9U31JJ540995;299;3374.07;2023-10-10;delivery                                                                                                                                                      
8ARHX6B44ZG237606;192;3634.54;2020-10-08;reserve                                                                                                                                                       
3SFQV6I43YZ258949;154;2514.95;2024-05-14;available                                                                                                                                                     
3IJDE9X36XL807625;331;3453.39;2021-08-26;sold                                                                                                                                                          
2GFWL4S49MD900521;334;3784.64;2022-06-18;reserve                                                                                                                                                       
7FMUB4H84ML440797;307;3948.35;2022-10-22;available                                                                                                                                                     
8VWYQ6G06UO154307;435;2060.13;2020-11-23;reserve                                                                                                                                                       
4AUYH1C17JS244436;131;2427.36;2021-12-29;reserve                                                                                                                                                       
7FYMR0M30XR404561;147;3697.81;2022-05-06;sold                                                                                                                                                          
